,SystemName,SchoolName,Cluster,Street,City,Zip_Code,SingleScore,Latitude,Longitude
708,Cobb County,McEachern High School,H,2400 New MacLand Rd,Powder Springs,30127,75.2,33.895962499999996,-84.67999994655256
709,Cobb County,Norton Park Elementary School,E,3041 Gray Rd SE,Smyrna,30082,64.0,33.879838827586205,-84.55136903448275
710,Cobb County,Powers Ferry Elementary School,E,403 Powers Ferry Rd SE,Marietta,30067,65.0,33.94323115,-84.4941303
711,Cobb County,Argyle Elementary School,E,2420 Spring Rd SE,Smyrna,30080,70.9,33.88322866666667,-84.48328216666667
712,Cobb County,North Cobb High School,H,"3400 Old 41 Highway, North",Kennesaw ,30144,79.8,33.9820124,-84.568701
713,Cobb County,King Springs Elementary School,E,1041 Reed Rd SE,Smyrna,30082,79.5,33.85445395,-84.5235270555759
714,Cobb County,Osborne High School,H,2451 Favor Rd SW,Marietta,30060,65.5,33.89528162068966,-84.56592979310345
715,Cobb County,Griffin Middle School,M,4010 King Springs Rd SE,Smyrna,30082,71.0,33.8562876,-84.52121353541921
716,Cobb County,Clay Elementary School,E,730 Boggs Rd SW,Mableton,30126,70.5,33.804203,-84.57533
717,Cobb County,South Cobb High School,H,1920 Clay Rd,Austell,30106,75.3,33.8353088,-84.60918099660879
718,Cobb County,Fair Oaks Elementary School,E,407 Barber Rd SE,Marietta,30060,56.4,33.91637304081633,-84.54233391836735
719,Cobb County,Harmony-Leland Elementary School,E,5891 Dodgen Rd SW,Mableton,30126,67.0,33.80983673469388,-84.55865991836734
720,Cobb County,LaBelle Elementary School,E,230 Cresson Dr SW,Marietta,30060,70.6,33.896470085933984,-84.55521958980722
721,Cobb County,Milford Elementary School,E,2390 Austell Rd SW,Marietta,30008,69.1,33.89618384375,-84.57546965625
722,Cobb County,Russell Elementary School,E,3920 S Hurt Rd SW,Smyrna,30082,72.3,33.858387577396684,-84.56809269166075
723,Cobb County,Compton Elementary School,E,3450 New MacLand Rd,Powder Springs,30127,64.3,33.8706365,-84.67842004038755
724,Cobb County,Awtrey Middle School,M,3601 Nowlin Rd NW,Kennesaw,30144,79.3,34.0440395,-84.64725245831589
725,Cobb County,Daniell Middle School,M,2900 Scott Rd,Marietta,30066,66.0,34.021431,-84.53118385645676
726,Cobb County,Pebblebrook High School,H,991 Old Alabama Rd SW,Mableton,30126,69.9,33.807609033816426,-84.58223720483089
727,Cobb County,Teasley Elementary School,E,3640 Spring Hill Rd SE,Smyrna,30080,71.2,33.86412348842604,-84.4869346965189
728,Cobb County,Hollydale Elementary School,E,2901 Bay Berry Dr SW,Marietta,30008,65.3,33.883369,-84.610789
729,Cobb County,Bells Ferry Elementary School,E,2600 Bells Ferry Rd,Marietta,30066,80.9,34.01458121875,-84.548302265625
730,Cobb County,Brumby Elementary School,E,1306 Powers Ferry Rd SE,Marietta,30067,63.0,33.920102545410295,-84.46739374913952
731,Cobb County,Due West Elementary School,E,3900 Due West Rd NW,Marietta,30064,90.5,33.9698719,-84.66719055205013
732,Cobb County,Floyd Middle School,M,4803 Floyd Rd SW,Mableton,30126,71.5,33.8385778,-84.57437824663286
733,Cobb County,Sedalia Park Elementary School,E,2230 Lower Roswell Rd,Marietta,30068,71.0,33.94607695,-84.48771862494716
734,Cobb County,Eastvalley Elementary School,E,2570 Lower Roswell Rd,Marietta,30068,73.9,33.9468544,-84.4614561
735,Coweta County,Ruth Hill Elementary School,E,57 Sunset Ln,Newnan,30263,72.1,33.37312239304275,-84.81750787101102
736,Coweta County,Evans Middle School,M,41 Evans Drive,Newnan,30263,80.5,33.389288608104714,-84.81621549686201
737,Coweta County,Atkinson Elementary School,E,14 Nimmons St,Newnan,30263,79.5,33.36697409293412,-84.80096976388886
739,Coweta County,Elm Street Elementary School,E,46 Elm St,Newnan,30263,81.8,33.383319400000005,-84.80753063545166
740,Coweta County,Moreland Elementary School,E,145 Railroad St,Moreland,30259,82.8,42.28563015,-71.15292036390491
741,Coweta County,Newnan High School,H,190 Lagrange St,Newnan,30263,82.6,33.36494928811697,-84.81144873269908
742,DeKalb County,DeKalb Academy of Technology and the Environment ,EM,1492 Kelton Dr,Stone Mountain,30083,71.4,33.82410607317073,-84.19887826829269
743,DeKalb County,DeKalb Elementary School of the Arts,EM,3131 Old Rockbridge Road,Avondale Estates,30002,77.4,33.780096989795915,-84.26122498979592
744,DeKalb County,Brockett Elementary School,E,1855 Brockett Rd,Tucker,30084,75.9,33.837203914254424,-84.22327028736865
745,DeKalb County,Columbia Elementary School,E,3230 Columbia Woods Dr,Decatur,30032,56.6,33.719299155025794,-84.25839965293432
746,DeKalb County,Dresden Elementary School,E,2449 Dresden Dr,Chamblee,30341,62.9,33.87005773490874,-84.29153104579225
747,DeKalb County,Evansdale Elementary School,E,2914 Evans Woods Dr,Doraville,30340,73.2,33.87267106592128,-84.2394754360426
748,DeKalb County,Ronald E. McNair Middle School,M,2190 Wallingford Dr,Decatur,30032,52.8,33.717461551020406,-84.29890393877551
749,DeKalb County,Idlewood Elementary School,E,1484 Idlewood Rd,Tucker,30084,55.7,33.827141850000004,-84.22209336314418
750,DeKalb County,Livsey Elementary School,E,4137 Livsey Rd,Tucker,30084,85.8,33.869091,-84.219966
751,DeKalb County,Tucker High School,H,5036 Lavista Rd,Tucker,30084,65.0,33.855583937585116,-84.21545566281551
752,DeKalb County,Woodward Elementary School,E,3034 Curtis Dr NE,Brookhaven,30319,65.1,33.84225037352271,-84.33811083052059
753,DeKalb County,International Student Center,M,3318 Midway Rd,Decatur,30032,31.9,33.754925715004646,-84.2550839613897
754,DeKalb County,Peachcrest Elementary School,E,1530 Joy Lane,Decatur,30032,56.9,33.7478834,-84.2457547
755,DeKalb County,John Robert Lewis Elementary School,E,2383 N Druid Hills Rd NE,Atlanta,30329,62.0,33.826765,-84.325985
756,DeKalb County,Barack H. Obama Elementary Magnet School of Technology,E,3132 Clifton Church Rd SE,Atlanta,30316,70.4,33.69421464247734,-84.30427983948199
757,DeKalb County,Columbia High School,H,2106 Columbia Dr,Decatur,30032,63.3,33.72883936608471,-84.25195034409052
758,DeKalb County,Druid Hills High School,H,1798 Haygood Dr NE,Atlanta,30307,72.0,33.79313855858206,-84.31673814265271
759,DeKalb County,Fernbank Elementary School,E,157 Heaton Park Dr,Atlanta,30307,69.5,33.78002923614995,-84.31650378080738
760,DeKalb County,Henderson Mill Elementary School,E,2408 Henderson Mill Rd NE,Atlanta,30345,85.7,33.85542721601535,-84.25890801666469
761,DeKalb County,Indian Creek Elementary School,E,724 N Indian Creek Dr,Clarkston,30021,61.0,33.79747491830925,-84.23683392974584
762,DeKalb County,McLendon Elementary School,E,3169 Hollywood Dr,Decatur,30033,80.9,33.804691,-84.262287
763,DeKalb County,Midvale Elementary School,E,3836 Midvale Rd,Tucker,30084,75.7,33.85619782399156,-84.23541806351099
764,DeKalb County,Cary Reynolds Elementary School,E,3498 Pine St,Doraville,30340,66.4,33.894224,-84.27083
765,DeKalb County,Briarlake Elementary School,E,3590 Lavista Rd,Decatur,30033,83.4,33.83897277329704,-84.26817809806191
766,DeKalb County,Canby Lane Elementary School,E,4150 Green Hawk Trl,Decatur,30035,61.4,33.720687573750844,-84.22090414239082
767,DeKalb County,Chestnut Charter Elementary School,E,4576 N Peachtree Rd,Dunwoody,30338,90.4,33.927677200000005,-84.2963934674892
768,DeKalb County,Dunaire Elementary School,E,651 S Indian Creek Dr,Stone Mountain,30083,64.3,33.779680426583916,-84.22729539329434
769,DeKalb County,Flat Shoals Elementary School,E,3226 Flat Shoals Rd,Decatur,30034,61.4,33.7058393572004,-84.2829010267734
771,DeKalb County,Hambrick Elementary School,E,1101 Hambrick Rd,Stone Mountain,30083,71.8,33.81266070122922,-84.20700039188955
772,DeKalb County,Jolly Elementary School,E,1070 Otello Ave,Clarkston,30021,55.0,33.81061957142857,-84.22506514285715
773,DeKalb County,Lakeside High School,H,3801 Briarcliff Rd NE,Atlanta,30345,74.9,33.845543,-84.285892
774,DeKalb County,Pleasantdale Elementary School,E,3695 Northlake Dr,Doraville,30340,81.6,33.891787542857145,-84.23752742857143
775,DeKalb County,Rock Chapel Elementary School,E,1130 Rock Chapel Rd,Lithonia,30058,53.6,33.760782,-84.081114
776,DeKalb County,Smoke Rise Elementary School,E,1991 Silver Hill Rd,Stone Mountain,30087,77.1,33.83794548750944,-84.15793243603308
777,DeKalb County,Toney Elementary School,E,2701 Oakland Ter,Decatur,30032,59.8,33.727775,-84.2783
778,DeKalb County,Ronald E. McNair High School,H,1804 Bouldercrest Rd SE,Atlanta,30316,62.2,33.7059274455013,-84.3270354067176
779,DeKalb County,Briar Vista Elementary School,E,1131 Briar Vista Ter NE,Atlanta,30324,76.0,33.81103351111111,-84.33787629999999
780,DeKalb County,Murphy Candler Elementary School,E,6775 S Goddard Rd,Lithonia,30038,51.7,33.651655206889735,-84.1280483458712
781,DeKalb County,Clarkston High School,H,618 N Indian Creek Dr,Clarkston,30021,67.4,33.794898819221686,-84.23642593295115
782,DeKalb County,Cross Keys High School,H,1626 N Druid Hills Rd NE,Atlanta,30319,66.6,33.84409095885345,-84.3392125881028
783,DeKalb County,Hightower Elementary School,E,4236 Tilly Mill Rd,Doraville,30360,61.7,33.91826703269895,-84.2801028034278
784,DeKalb County,Kelley Lake Elementary School,E,2590 Kelly Lake Rd,Decatur,30032,62.7,33.715438363439254,-84.28387449320277
785,DeKalb County,Montclair Elementary School,E,1680 Clairmont Pl NE,Atlanta,30329,65.0,33.847079642857146,-84.32022016326532
786,DeKalb County,Oakcliff Elementary School,E,3151 Willow Oak Way,Doraville,30340,76.8,33.9034989,-84.2579752
787,DeKalb County,Rainbow Elementary School,E,2801 Kelley Chapel Rd,Decatur,30034,65.9,33.704196566438696,-84.2241747836943
788,DeKalb County,Rowland Elementary School,E,1317 S Indian Creek Dr,Stone Mountain,30083,58.2,33.75836068513409,-84.22187152726025
789,DeKalb County,Snapfinger Elementary School,E,1365 Snapfinger Rd,Decatur,30032,42.5,33.732719259430404,-84.24791875304972
790,DeKalb County,Stoneview Elementary School,E,2629 Huber St,Lithonia,30058,46.3,33.708731683181895,-84.11820011087595
791,DeKalb County,Towers High School,H,3919 Brookcrest Cir,Decatur,30032,58.8,33.74628257142857,-84.23666285714285
792,DeKalb County,Avondale Elementary School,E,8 Lakeshore Dr,Avondale Estates,30002,67.0,33.77367049620859,-84.2624142531378
793,DeKalb County,Chamblee Charter High School,H,3688 Chamblee Dunwoody Rd,Chamblee,30341,79.4,33.89884193062011,-84.30530181825443
794,DeKalb County,Dunwoody High School,H,5035 Vermack Rd,Dunwoody,30338,81.5,33.9455247,-84.3155710437864
795,DeKalb County,Huntley Hills Elementary and Montessori School,E,2112 Seaman Cir,Chamblee,30341,74.9,33.91151433688854,-84.30166462193313
796,DeKalb County,Kingsley Elementary School,E,2051 Brendon Dr,Dunwoody,30338,76.1,33.94734618850936,-84.29712600900385
797,DeKalb County,Montgomery Elementary School,E,3995 Ashford Dunwoody Rd NE,Atlanta,30319,81.6,33.909924613383716,-84.33272128068823
798,DeKalb County,Sagamore Hills Elementary School,E,1865 Alderbrook Rd NE,Atlanta,30345,78.1,33.83239,-84.30447338461539
799,DeKalb County,Southwest DeKalb High School,H,2863 Kelley Chapel Rd,Decatur,30034,75.4,33.7023035,-84.2246643
800,Douglas County,Beulah Elementary School,E,1150 Burnt Hickory Road,Douglasville,30134,80.5,33.775208,-84.704366
801,Douglas County,Turner Middle School,M,7101 Turner Dr,Lithia Springs,30122,76.5,33.7832495,-84.6593872
802,Douglas County,Lithia Springs Elementary School,E,6946 Florence Dr,Lithia Springs,30122,80.2,33.7869277347919,-84.66035362009976
803,Douglas County,Douglas County High School,H,8705 Campbellton St,Douglasville,30134,73.3,33.743578,-84.742466
804,Douglas County,Stewart Middle School,M,8138 Malone St,Douglasville,30134,70.4,33.757380612454334,-84.7473410966545
805,Douglas County,Annette Winn Elementary School,E,3536 Bankhead Highway,Lithia Springs,30122,76.8,33.79707631058723,-84.65584218142008
806,Forsyth County,Forsyth Central High School,H,520 Tribble Gap Rd,Cumming,30040,81.9,34.21775705473962,-84.13896188793139
807,Fulton County,Cliftondale Elementary School,E,3340 W Stubbs Rd,College Park,30349,57.9,33.65852937390903,-84.61825515281946
808,Fulton County,Alpharetta Elementary School,E,192 Mayfield Rd,Alpharetta,30009,87.7,34.081211,-84.296009
809,Fulton County,Roswell North Elementary School,E,10525 Woodstock Rd,Roswell,30075,81.9,34.0375994,-84.3682596
810,Fulton County,Langston Hughes High School,H,7501 Hall Rd,Fairburn,30213,66.2,33.62130228822694,-84.63400726657446
811,Fulton County,Birmingham Falls Elementary School,E,14865 Birmingham Hwy,Milton,30004,88.9,34.1674563,-84.3327459
812,Fulton County,Rise Grammar School,E,2626 Hogan Road,East Point,30344,56.2,33.67792225,-84.475127375
813,Fulton County,Rise Prep School,M,2626 Hogan Road,East Point,30344,61.4,33.67792225,-84.475127375
814,Fulton County,College Park Elementary,E,2075 Princeton Avenue,College Park,30337,50.7,33.65469153061225,-84.45661673469388
815,Fulton County,Wolf Creek Elementary School,E,4440 Derrick Road SW,College Park,30349,74.8,33.63526053596061,-84.58751713472533
816,Fulton County,Fulton Academy of Science and Technology,EM,11365 Crabapple Road,Roswell,30075,89.9,34.05672885,-84.35978276480924
817,Fulton County,Skyview High School,H,5134 Old National Hwy,College Park,30349,39.6,33.61535735,-84.47045499728559
818,Fulton County,Mary M. Bethune Elementary School,E,5925 Old Carriage Dr,College Park,30349,57.4,33.596736,-84.480147
819,Fulton County,Campbell Elementary School,E,91 Elder St,Fairburn,30213,66.4,33.5723615,-84.57477955
820,Fulton County,Heards Ferry Elementary School,E,6151 Powers Ferry Rd NW,Sandy Springs,30339,85.3,33.9104405,-84.42602833544679
821,Fulton County,Parklane Elementary School,E,2809 Blount St,East Point,30344,48.9,33.6784419,-84.4249275
822,Fulton County,Riverwood International Charter School,H,5900 Raider Drive NW,Sandy Springs,30328,79.0,33.917523349999996,-84.41782255557357
823,Fulton County,High Point Elementary School,E,520 Greenland Rd NE,Sandy Springs,30342,72.4,33.89968650802139,-84.37383890374332
824,Fulton County,Mimosa Elementary School,E,1550 Warsaw Rd,Roswell,30076,73.3,34.0370053,-84.3307276
825,Fulton County,North Springs Charter High School,H,7447 Roswell Rd,Sandy Springs,30328,82.8,33.957181950000006,-84.3618803155342
826,Fulton County,Conley Hills Elementary School,E,2850 DeLowe Dr,East Point,30344,66.7,33.677613,-84.457536
827,Fulton County,Asa Hilliard Elementary School,E,3353 Mount Olive Road,East Point,30344,67.2,33.6645429,-84.4783288
828,Fulton County,Westlake High School,H,2400 Union Rd SW,Atlanta,30331,79.7,33.6921124,-84.5809373
829,Gwinnett County,Alcova Elementary School,E,770 Ewing Chapel Rd,Dacula,30019,78.2,33.968011030969734,-83.90016725111037
830,Gwinnett County,Bay Creek Middle School,M,821 Cooper Rd,Grayson,30017,87.1,33.871548177681966,-83.95949012711247
831,Gwinnett County,Jenkins Elementary School,E,12 Village Way,Lawrenceville,30046,71.1,33.963218352148765,-83.96502778184392
832,Gwinnett County,Anderson-Livsey Elementary School,E,4521 Centerville Hwy,Snellville,30039,73.5,33.8563981,-84.0209043
833,Gwinnett County,Lanier High School,H,918 Buford Hwy,Sugar Hill,30518,80.7,34.085901050000004,-84.03224802953835
834,Gwinnett County,New Life Academy of Excellence,EM,4725 River Green Pkwy,Duluth,30096,78.5,34.021157859182324,-84.16837296943875
835,Gwinnett County,Berkmar High School,H,405 Pleasant Hill Rd NW,Lilburn,30047,65.4,42.17503656668424,-75.79916486776584
836,Gwinnett County,Lilburn Middle School,M,4994 Lawrenceville Hwy NW,Lilburn,30047,76.8,33.88944185139768,-84.14464798974898
837,Gwinnett County,Alford Elementary School,E,2625 Lawrenceville Hwy,Lawrenceville,30044,80.1,33.9381943,-84.0261107
838,Gwinnett County,Moore Middle School,M,1221 Lawrenceville Hwy,Lawrenceville,30046,70.8,33.93829190684562,-84.02064572353257
839,Gwinnett County,GIVE Center West,MH,5550 Peachtree Industrial Blvd,Norcross,30071,44.4,34.0199406,-84.1607827
840,Gwinnett County,Couch Middle School,M,1777 Grayson Hwy,Grayson,30017,84.9,33.9007033,-83.9669932
841,Gwinnett County,Gwinnett Online Campus School,EMH,713 Hi Hope Rd,Lawrenceville,30043,78.3,33.99003714488332,-83.97302950967192
842,Gwinnett County,Margaret Winn Holt Elementary School,E,588 Old Snellville Hwy,Lawrenceville,30046,76.4,33.92648374269491,-84.00139346452893
843,Gwinnett County,Mountain View High School,H,2351 Sunny Hill Rd,Lawrenceville,30043,80.5,34.05360833455522,-83.95550521514073
844,Gwinnett County,Radloff Middle School,M,3939 Shackleford Rd,Duluth,30096,73.3,33.943341203805495,-84.1419905595352
845,Gwinnett County,Chesney Elementary School,E,3878 Old Norcross Rd,Duluth,30096,80.4,33.960314251633285,-84.14750934400928
846,Gwinnett County,Archer High School,H,2255 New Hope Rd,Lawrenceville,30045,86.9,33.916273,-83.8933422
847,Gwinnett County,Woodward Mill Elementary School,E,2020 Buford Dr,Lawrenceville,30043,90.5,34.012084,-83.989235
848,Gwinnett County,Baggett Elementary School,E,2136 Old Norcross Road,Lawrenceville,30044,66.6,33.951843600648296,-84.0688598031775
849,Gwinnett County,Graves Elementary School,E,1700 Graves Road,Norcross,30093,81.3,33.90587,-84.22515
850,Gwinnett County,Jordan Middle School,M,8 Village Way,Lawrenceville,30046,66.6,33.963291125939556,-83.96506311502701
851,Gwinnett County,Discovery High School,H,1335 Old Norcross Road,Lawrenceville,30046,69.2,33.954266,-84.034438
852,Gwinnett County,Coleman Middle School,M,3057 Main Street,Duluth,30096,93.4,34.0024135,-84.1455012
853,Gwinnett County,Grayson Elementary School,E,460 Grayson Pkwy,Grayson,30017,91.9,33.89315214285714,-83.95781785714286
854,Gwinnett County,Snellville Middle School,M,3155 Pate Rd,Snellville,30078,80.3,33.83456530543537,-84.00150913037882
855,Gwinnett County,Britt Elementary School,E,2503 Skyland Dr,Snellville,30078,72.2,33.831988,-83.98641
856,Gwinnett County,Central Gwinnett High School,H,564 W. Crogan St,Lawrenceville,30046,70.8,33.9499516,-84.00072946666667
857,Gwinnett County,Dacula High School,H,123 Broad St,Dacula,30019,82.1,33.990485,-83.898017
858,Gwinnett County,Norcross Elementary School,E,150 Hunt St,Norcross,30071,78.9,39.519651,-76.6367993
859,Gwinnett County,Suwanee Elementary School,E,3875 Smithtown Rd,Suwanee,30024,89.6,34.04837844296597,-84.05393412959978
860,Gwinnett County,Lilburn Elementary School,E,531 Lilburn School Rd NW,Lilburn,30047,73.1,33.893176,-84.153062
861,Henry County,Hampton Elementary Charter School,E,10 Central Ave,Hampton,30228,63.4,33.390165,-84.286438
862,Henry County,Smith-Barnes Elementary School,E,147 Tye St,Stockbridge,30281,57.0,33.536929313464825,-84.23552484122045
863,Henry County,Stockbridge Elementary School,E,4617 N Henry Blvd,Stockbridge,30281,39.8,33.544005078085576,-84.22988192520782
864,Henry County,Stockbridge Middle School,M,533 Old Conyers Rd,Stockbridge,30281,49.7,33.55717855102041,-84.21946124489796
865,Newton County,East Newton Elementary School,E,2286 Dixie Rd,Covington,30014,79.4,33.543569437511024,-83.79468201309936
866,Newton County,Livingston Elementary School,E,3657 Highway 81 S,Covington,30016,65.9,33.5384006229703,-83.95145818851485
867,Newton County,Porterdale Elementary School,E,45 Ram Dr,Covington,30014,56.0,33.580560172636176,-83.90563352769783
868,Paulding County,Dallas Elementary School,E,520 Hardee St,Dallas,30132,58.7,33.915326,-84.831615
869,Paulding County,New Georgia Elementary School,E,5800 Mulberry Rock Rd,Villa Rica,30180,66.5,33.81206709731544,-84.8957092181208
870,Paulding County,Herschel Jones Middle School,M,100 Stadium Dr,Dallas,30132,70.2,33.927015,-84.846108
871,Paulding County,Paulding County High School,H,1297 Villa Rica Hwy,Dallas,30157,70.1,33.893233303513846,-84.83554563101674
872,Paulding County,Hiram Elementary School,E,200 Seaboard Ave,Hiram,30141,63.3,33.879347,-84.754715
873,Rockdale County,Pine Street Elementary School,E,960 Pine St NE,Conyers,30012,75.1,33.66818361538462,-84.01554392307692
874,Griffin-Spalding County,Anne Street Elementary School,E,802 Anne St,Griffin,30224,41.1,33.238691,-84.277862
875,Griffin-Spalding County,Jackson Road Elementary School,E,1233 Jackson Rd,Griffin,30223,75.5,33.25474704040404,-84.24019209090909
876,Griffin-Spalding County,Beaverbrook Elementary School,E,251 Birdie Rd,Griffin,30223,53.0,33.31940265714286,-84.29056748571429
877,Griffin-Spalding County,Crescent Road Elementary School,E,201 Crescent Rd,Griffin,30224,61.6,33.231414031819945,-84.26179682072105
878,Griffin-Spalding County,Moore Elementary School,E,201 Cabin Creek Dr,Griffin,30223,50.2,33.257203000000004,-84.26112499999999
879,Griffin-Spalding County,Orrs Elementary School,E,1553 Flynt St,Griffin,30223,51.7,33.25019657142857,-84.29369457142857
880,Atlanta Public Schools,Boyd Elementary School,E,2250 Perry Blvd. NW,Atlanta,30318,64.4,33.8034389,-84.4602075
881,Atlanta Public Schools,Emma Hutchinson Elementary School,E,650 Cleveland Ave SW,Atlanta,30315,60.7,33.6804293,-84.409542955103
882,Atlanta Public Schools,Kimberly Elementary School,E,1090 Windsor St. SW,Atlanta,30310,63.0,33.725551,-84.398318
883,Atlanta Public Schools,Rivers Elementary School,E,8 Peachtree Battle Ave NW,Atlanta,30305,76.5,33.8195395,-84.39017633454925
884,Atlanta Public Schools,George A. Towns Elementary Schools,E,760 Bolton Rd NW,Atlanta,30331,54.7,33.77643715,-84.50387838974228
885,Atlanta Public Schools,Wesley International Academy,EM,211 Memorial Dr SE,Atlanta,30312,84.9,33.74639365,-84.3810236495428
886,Atlanta Public Schools,Daniel McLaughlin Therrell High School,H,3099 Panther Trail SW,Atlanta,30311,61.6,33.699190200000004,-84.4900959981126
887,Atlanta Public Schools,Corretta Scott King Young Womens' Leadership Academy ,MH,1190 Northwest Drive NW,Atlanta,30318,66.7,33.7886769,-84.47933855519693
888,Atlanta Public Schools,South Atlanta High School,H,800 Hutchens Rd SE,Atlanta,30354,66.2,33.6713879,-84.36343474991857
889,Atlanta Public Schools,G.W. Carver High School,H,55 McDonough Blvd SE,Atlanta,30315,40.5,33.7199236,-84.3861775
890,Atlanta Public Schools,Hollis Innovation Academy,EM,225 James P Brawley Dr NW,Atlanta,30314,62.3,33.76089733003031,-84.41254274362603
891,Atlanta Public Schools,Woodson Park Academy,E,20 Evelyn Way NW,Atlanta,30318,58.6,33.7719138,-84.44404838304438
892,Atlanta Public Schools,Tuskegee Airmen Global Academy,E,1654 S Alvarado Terrace SW,Atlanta,30311,65.1,33.731002849999996,-84.44177154992747
893,Atlanta Public Schools,The Kindezi School At Old Fourth Ward,EM,386 Pine Street NE,Atlanta,30308,70.3,33.76776740409436,-84.37451061711859
894,Atlanta Public Schools,John Lewis Invictus Academy,M,1890 Donald Lee Hollowell Pkwy NW,Atlanta,30318,53.7,33.77519360888431,-84.44768204890215
895,Atlanta Public Schools,Garden Hills Elementary School,E,285 Sheridan Dr NE,Atlanta,30305,72.0,33.8317808,-84.378746
896,Atlanta Public Schools,Samuel M. Inman Middle School,M,774 Virginia Ave NE,Atlanta,30306,89.0,33.781915125,-84.36225925
897,Atlanta Public Schools,Sarah Smith Elementary School,E,370 Old Ivy Rd NE,Atlanta,30342,89.7,33.85832675,-84.37531795224857
898,Atlanta Public Schools,Hope-Hill Elementary School,E,112 Boulevard NE,Atlanta,30312,79.9,33.757537,-84.372209
899,Atlanta Public Schools,Gideons Elementary School,E,897 Welch St SW,Atlanta,30310,55.0,33.7306468,-84.4054508
900,Atlanta Public Schools,West Manor Elementary School,E,570 Lynhurst Dr SW,Atlanta,30311,69.7,33.7398296,-84.4896528
901,Atlanta Public Schools,Alonzo A. Crim Open Campus High School,H,256 Clifton St SE,Atlanta,30317,29.2,33.74657355196568,-84.33174321355287
902,Atlanta Public Schools,Continental Colony Elementary School,E,3181 Hogan Rd SW,Atlanta,30331,63.6,33.678794800000006,-84.49161552535547
903,Atlanta Public Schools,Fain Elementary School,E,101 Hemphill School Rd NW,Atlanta,30331,52.6,33.759046,-84.500601
904,Atlanta Public Schools,Peyton Forest Elementary School,E,301 Peyton Rd SW,Atlanta,30311,70.5,33.7478337,-84.4764599
905,Atlanta Public Schools,Sutton Middle School,M,2875 Northside Dr NW,Atlanta,30305,82.8,33.832556,-84.40691756825424
906,Atlanta Public Schools,Fickett Elementary School,E,3935 Rux Rd SW,Atlanta,30331,72.8,33.6965902,-84.5159746
907,Atlanta Public Schools,Scott Elementary School,E,1752 Hollywood Rd NW,Atlanta,30318,55.0,33.8029512,-84.4703966
908,Atlanta Public Schools,Cleveland Avenue Elementary School,E,2672 Old Hapeville Rd SW,Atlanta,30315,65.5,33.68281605,-84.39216701116834
909,Atlanta Public Schools,Frederick Douglass High School ,H,225 Hamilton E Holmes Dr NW,Atlanta,30318,48.7,33.766561,-84.470118
910,Atlanta Public Schools,M. Agnes Jones Elementary School,E,1040 Fair St SW,Atlanta,30314,54.2,33.748415699999995,-84.42206507587375
911,Atlanta Public Schools,Slater Elementary School,E,1320 Pryor Rd SW,Atlanta,30315,52.7,33.71919369387755,-84.39330222448979
912,Atlanta Public Schools,Henry W. Grady High School ,H,929 Charles Allen Dr NE,Atlanta,30309,81.7,33.7810927,-84.37213944591403
913,Atlanta Public Schools,Frederick Wilson Benteen Elementary School,E,200 Cassanova St SE,Atlanta,30315,64.5,33.7164688,-84.36439157865456
914,Atlanta Public Schools,D. H. Stanton Elementary School,E,970 Martin St SE,Atlanta,30315,71.4,33.7281626,-84.3829821
915,Atlanta Public Schools,Thomasville Heights Elementary School,E,1820 Henry Thomas Dr SE,Atlanta,30315,43.0,33.7037423,-84.3559268
916,Atlanta Public Schools,Dunbar Elementary School,E,500 Whitehall Terrace SW,Atlanta,30312,58.4,33.739427,-84.401288
917,Atlanta Public Schools,Humphries Elementary School,E,3029 Humphries Dr SE,Atlanta,30354,56.0,33.67204955,-84.37635318230872
918,Atlanta Public Schools,Frank Lebby Stanton Elementary School,E,1625 Martin Luther King Jr Dr SW,Atlanta,30314,70.9,33.7533919,-84.43868034708501
919,Atlanta Public Schools,Fred A. Toomer Elementary School,E,65 Rogers St NE,Atlanta,30317,51.9,33.755395347222226,-84.3292941736111
920,Carrollton City,Carrollton High School,H,202 Trojan Dr,Carrollton,30117,83.7,33.567139000457836,-85.07985528316347
921,Cartersville City,Cartersville High School,H,320 E Church St,Cartersville,30120,81.0,34.1693188,-84.79068103048238
922,City Schools of Decatur,Renfroe Middle School,M,220 W College Ave,Decatur,30030,82.5,33.76869918367347,-84.29912136734694
923,City Schools of Decatur,Decatur High School,H,310 N McDonough St,Decatur,30030,89.7,33.7708581,-84.2971102236331
924,Marietta City,Park Street Elementary School,E,105 Park St SE,Marietta,30060,56.1,33.949426686868684,-84.53307458585859
925,Marietta City,Hickory Hills Elementary School,E,500 Redwood Dr SW,Marietta,30064,61.0,33.93885173154363,-84.56491438926174
926,State Charter School,Odyssey School,EM,14 Saint John Cir,Newnan,30265,75.0,33.404727375,-84.751312125
927,State Charter School,Utopian Academy for the Arts Charter School,M,6630 Camp St,Riverdale,30274,81.7,33.57271436734694,-84.40843918367347
928,State Charter School,Cherokee Charter Academy,EM,2126 Sixes Rd,Canton,30114,72.2,34.158463532998326,-84.5302063925034
929,State Charter School,"Ivy Preparatory Academy, Inc",EM,1807 Memorial Dr SE,Atlanta,30317,67.4,33.747333000000005,-84.32825283333334
930,State Charter School,Du Bois Integrity Academy,E,6504 Church Street,Riverdale,30274,72.8,33.5729453,-84.4154333
931,State Charter School,Ivy Preparatory Academy at Gwinnett,M,3705 Engineering Dr,Norcross,30092,64.7,33.96918388497374,-84.22900598406159
