,ZipCode,NumReturns,Total_Income ($1k)
2,0,4480760,307047771
3,0,1731290,22560293
4,0,1069360,38969819
5,0,581580,36120555
6,0,360950,31575063
7,0,531950,73457177
8,0,205630,104364864
10,30002,3120,303899
11,30002,850,11734
12,30002,630,22849
13,30002,390,24283
14,30002,300,26436
15,30002,610,86289
16,30002,340,132308
18,30004,28890,4394460
19,30004,7110,76794
20,30004,4010,151941
21,30004,3160,201083
22,30004,2610,229355
23,30004,6260,903486
24,30004,5740,2831801
26,30005,16350,2246560
27,30005,3950,38956
28,30005,1990,75680
29,30005,1650,105672
30,30005,1540,136042
31,30005,4190,611546
32,30005,3030,1278664
34,30008,13000,516194
35,30008,6120,82034
36,30008,3530,127701
37,30008,1600,99347
38,30008,840,73071
39,30008,830,110136
40,30008,80,23905
42,30009,8900,1138063
43,30009,2300,26614
44,30009,1430,54363
45,30009,1080,68441
46,30009,920,81291
47,30009,1850,265586
48,30009,1320,641768
50,30011,7650,402216
51,30011,2750,34991
52,30011,2040,75059
53,30011,1200,74552
54,30011,710,61427
55,30011,800,105782
56,30011,150,50405
58,30012,11640,486715
59,30012,5370,72426
60,30012,3280,117810
61,30012,1480,90988
62,30012,710,62251
63,30012,670,89469
64,30012,130,53771
66,30013,12890,602418
67,30013,5400,72808
68,30013,3440,124771
69,30013,1780,109648
70,30013,990,85442
71,30013,1080,143748
72,30013,200,66001
74,30014,15410,797393
75,30014,6430,84627
76,30014,3830,139261
77,30014,1990,122828
78,30014,1220,106196
79,30014,1570,210380
80,30014,370,134101
82,30016,24520,996118
83,30016,10570,142137
84,30016,7030,255840
85,30016,3530,216877
86,30016,1830,158627
87,30016,1440,183847
88,30016,120,38790
90,30017,11030,771644
91,30017,3480,42538
92,30017,2320,86675
93,30017,1640,103098
94,30017,1120,98490
95,30017,1970,269194
96,30017,500,171649
98,30019,21430,1609343
99,30019,6690,78813
100,30019,4130,153497
101,30019,2900,182139
102,30019,2400,210846
103,30019,4200,583091
104,30019,1110,400957
106,30021,10830,312759
107,30021,5980,86760
108,30021,3630,123337
109,30021,720,43642
110,30021,250,22023
111,30021,220,28947
112,30021,30,8050
114,30022,29950,4334833
115,30022,7910,87140
116,30022,4560,172870
117,30022,3370,212401
118,30022,2460,217764
119,30022,6350,922390
120,30022,5300,2722268
122,30024,35280,3905991
123,30024,9900,109429
124,30024,5370,201553
125,30024,3940,249061
126,30024,3230,285694
127,30024,8270,1184416
128,30024,4570,1875838
130,30025,4290,271968
131,30025,1540,19438
132,30025,950,35233
133,30025,630,39115
134,30025,410,36537
135,30025,600,81997
136,30025,160,59648
138,30028,12140,989902
139,30028,3420,40095
140,30028,2190,80831
141,30028,1680,105895
142,30028,1470,130083
143,30028,2690,369308
144,30028,690,263690
146,30030,13440,1752728
147,30030,3160,37684
148,30030,1960,74098
149,30030,1610,101714
150,30030,1230,108681
151,30030,3020,436594
152,30030,2460,993957
154,30032,20220,690018
155,30032,10790,148165
156,30032,5480,195758
157,30032,2070,127058
158,30032,930,80324
159,30032,860,113138
160,30032,90,25575
162,30033,14530,1381205
163,30033,3480,43760
164,30033,2790,105160
165,30033,2240,140864
166,30033,1570,138663
167,30033,3070,432791
168,30033,1380,519967
170,30034,21280,794378
171,30034,10230,140610
172,30034,5960,214096
173,30034,2740,167553
174,30034,1160,100714
175,30034,1070,138264
176,30034,120,33141
178,30035,10100,330000
179,30035,5270,71847
180,30035,2990,106216
181,30035,1090,66218
182,30035,440,38026
183,30035,290,37610
184,30035,20,10083
186,30038,18750,777027
187,30038,8460,114106
188,30038,5220,188784
189,30038,2500,153922
190,30038,1190,103054
191,30038,1190,157285
192,30038,190,59876
194,30039,22470,1060739
195,30039,8900,118130
196,30039,6130,226189
197,30039,3280,202555
198,30039,1850,160813
199,30039,2040,271741
200,30039,270,81311
202,30040,32230,3130772
203,30040,8500,97255
204,30040,5190,193324
205,30040,3810,239277
206,30040,3400,301323
207,30040,8140,1153489
208,30040,3190,1146104
210,30041,29950,3469807
211,30041,7810,85210
212,30041,4210,157091
213,30041,3140,197581
214,30041,2760,244320
215,30041,7870,1138464
216,30041,4160,1647141
218,30043,39690,2438100
219,30043,14570,182187
220,30043,9400,347779
221,30043,5470,339979
222,30043,3590,314606
223,30043,5360,729554
224,30043,1300,523995
226,30044,40520,1801380
227,30044,17920,237648
228,30044,11160,406742
229,30044,5090,313882
230,30044,2570,223418
231,30044,3160,427974
232,30044,620,191716
234,30045,18170,971373
235,30045,6640,86013
236,30045,4640,171196
237,30045,2760,171619
238,30045,1700,148110
239,30045,2070,275205
240,30045,360,119230
242,30046,17730,711804
243,30046,8410,112479
244,30046,5100,183435
245,30046,2120,130451
246,30046,990,86441
247,30046,970,126893
248,30046,140,72105
250,30047,29250,1826293
251,30047,11110,140682
252,30047,6540,241103
253,30047,3760,234344
254,30047,2540,223056
255,30047,4150,572526
256,30047,1150,414582
258,30052,31600,1799357
259,30052,11000,140210
260,30052,7450,277114
261,30052,4940,307739
262,30052,3310,289352
263,30052,4270,564279
264,30052,630,220663
266,30054,5230,310660
267,30054,1970,24825
268,30054,1220,44422
269,30054,740,45535
270,30054,450,39265
271,30054,690,92826
272,30054,160,63787
274,30055,1420,95859
275,30055,460,5615
276,30055,320,11985
277,30055,220,13276
278,30055,170,14528
279,30055,200,27399
280,30055,50,23056
282,30056,1110,64866
283,30056,440,5816
284,30056,260,9401
285,30056,160,9713
286,30056,90,8058
287,30056,130,17010
288,30056,30,14868
290,30058,26080,925705
291,30058,12810,173111
292,30058,7530,271143
293,30058,3250,198746
294,30058,1310,113062
295,30058,1080,138977
296,30058,100,30666
298,30060,15680,758191
299,30060,7780,103211
300,30060,4180,150136
301,30060,1620,99555
302,30060,780,67888
303,30060,930,125528
304,30060,390,211873
306,30062,30350,3323783
307,30062,8440,97392
308,30062,5040,189609
309,30062,3480,219518
310,30062,2800,248004
311,30062,6730,964815
312,30062,3860,1604445
314,30064,22870,2472251
315,30064,6600,78842
316,30064,3960,146839
317,30064,2890,182799
318,30064,2200,193913
319,30064,4910,692372
320,30064,2310,1177486
322,30066,27650,2349346
323,30066,8520,100955
324,30066,5250,196556
325,30066,3660,230036
326,30066,2730,240093
327,30066,5360,753700
328,30066,2130,828006
330,30067,21780,3547371
331,30067,8200,103836
332,30067,5190,190491
333,30067,2660,165183
334,30067,1500,131508
335,30067,2340,331027
336,30067,1890,2625326
338,30068,15740,2405027
339,30068,3770,41563
340,30068,2100,79444
341,30068,1550,97856
342,30068,1370,121416
343,30068,3650,532370
344,30068,3300,1532378
346,30071,10850,519688
347,30071,5380,72403
348,30071,2850,102522
349,30071,1120,68353
350,30071,530,45689
351,30071,680,93055
352,30071,290,137666
354,30075,25700,3784245
355,30075,6300,69092
356,30075,3370,126917
357,30075,2590,163344
358,30075,2090,185751
359,30075,6280,922328
360,30075,5070,2316813
362,30076,20610,2008123
363,30076,6220,77831
364,30076,4010,149669
365,30076,2390,149539
366,30076,1800,158423
367,30076,4050,579066
368,30076,2140,893595
370,30078,17040,1109614
371,30078,6180,77536
372,30078,4010,148470
373,30078,2390,149352
374,30078,1470,128741
375,30078,2230,306979
376,30078,760,298536
378,30079,1520,61628
379,30079,750,10061
380,30079,390,14220
381,30079,170,10695
382,30079,80,7020
383,30079,130,19632
384,30079,0,0
386,30080,25670,2116224
387,30080,7430,100345
388,30080,6030,225819
389,30080,3790,237044
390,30080,2550,219547
391,30080,3810,538026
392,30080,2060,795443
394,30082,13090,1139745
395,30082,3550,46244
396,30082,2530,95051
397,30082,1850,116443
398,30082,1390,121672
399,30082,2680,376383
400,30082,1090,383952
402,30083,25170,822480
403,30083,13570,187623
404,30083,7160,253445
405,30083,2410,146602
406,30083,1070,92642
407,30083,860,110694
408,30083,100,31474
410,30084,18460,1082198
411,30084,6870,89306
412,30084,4440,163367
413,30084,2560,158875
414,30084,1660,145333
415,30084,2300,313388
416,30084,630,211929
418,30087,18370,1222199
419,30087,6470,82116
420,30087,4240,156373
421,30087,2570,160207
422,30087,1710,149921
423,30087,2580,354482
424,30087,800,319100
426,30088,12480,436549
427,30088,6340,86144
428,30088,3560,127768
429,30088,1360,83072
430,30088,590,50821
431,30088,580,75513
432,30088,50,13231
434,30092,16830,1498771
435,30092,5630,71175
436,30092,4060,149325
437,30092,1890,117145
438,30092,1160,101672
439,30092,2520,361662
440,30092,1570,697792
442,30093,22090,660573
443,30093,12300,163856
444,30093,6580,234955
445,30093,2010,121401
446,30093,680,58097
447,30093,460,59117
448,30093,60,23147
450,30094,14670,816375
451,30094,5420,69748
452,30094,3610,132474
453,30094,2190,135807
454,30094,1350,117505
455,30094,1790,241134
456,30094,310,119707
458,30096,32530,1859710
459,30096,13210,172336
460,30096,8830,323756
461,30096,4140,255326
462,30096,2300,200548
463,30096,3050,415677
464,30096,1000,492067
466,30097,21600,3572578
467,30097,5950,66892
468,30097,3360,125884
469,30097,2450,153955
470,30097,1780,158524
471,30097,4300,621247
472,30097,3760,2446076
474,30101,27760,2273762
475,30101,8830,105337
476,30101,5180,192507
477,30101,3610,225939
478,30101,2830,249516
479,30101,5350,747001
480,30101,1960,753462
482,30102,19360,1093883
483,30102,7110,90326
484,30102,4490,165953
485,30102,2750,171354
486,30102,1870,164245
487,30102,2690,361499
488,30102,450,140506
490,30103,6070,317685
491,30103,2200,27464
492,30103,1610,59028
493,30103,930,58094
494,30103,610,53576
495,30103,620,82441
496,30103,100,37082
498,30104,1930,85852
499,30104,780,10096
500,30104,530,19143
501,30104,290,17962
502,30104,160,14019
503,30104,170,24632
504,30104,0,0
506,30105,1130,67579
507,30105,410,5233
508,30105,260,9508
509,30105,190,11445
510,30105,110,9409
511,30105,130,17030
512,30105,30,14954
514,30106,10210,415495
515,30106,4470,60166
516,30106,2970,108471
517,30106,1420,87126
518,30106,680,59327
519,30106,610,78650
520,30106,60,21755
522,30107,6890,518038
523,30107,2130,26433
524,30107,1410,52452
525,30107,1010,63075
526,30107,760,67073
527,30107,1270,170458
528,30107,310,138547
530,30108,3140,151833
531,30108,1260,16193
532,30108,800,29487
533,30108,450,27895
534,30108,290,25451
535,30108,300,38765
536,30108,40,14042
538,30110,5460,312811
539,30110,2070,25991
540,30110,1230,45166
541,30110,770,47204
542,30110,520,45374
543,30110,720,95530
544,30110,150,53546
546,30113,2350,112411
547,30113,980,12763
548,30113,570,20962
549,30113,330,20263
550,30113,200,17408
551,30113,240,30901
552,30113,30,10114
554,30114,23880,1792960
555,30114,7670,95395
556,30114,5070,186424
557,30114,3170,198198
558,30114,2330,204984
559,30114,4280,593725
560,30114,1360,514234
562,30115,20020,1780698
563,30115,5740,67688
564,30115,3620,134648
565,30115,2610,164479
566,30115,2160,190790
567,30115,4260,594647
568,30115,1630,628446
570,30116,9740,585022
571,30116,3700,47582
572,30116,2360,86629
573,30116,1330,82897
574,30116,870,76023
575,30116,1160,157729
576,30116,320,134162
578,30117,13760,751852
579,30117,6180,80546
580,30117,3360,120709
581,30117,1630,100835
582,30117,930,81456
583,30117,1300,175254
584,30117,360,193052
586,30120,18090,1063794
587,30120,7100,90510
588,30120,4530,165298
589,30120,2360,146166
590,30120,1470,128126
591,30120,2060,279189
592,30120,570,254505
594,30121,9970,499754
595,30121,3930,51109
596,30121,2740,100248
597,30121,1450,89416
598,30121,770,66444
599,30121,870,114965
600,30121,210,77572
602,30122,10720,451164
603,30122,4400,60392
604,30122,3340,121947
605,30122,1490,91645
606,30122,740,64432
607,30122,670,87409
608,30122,80,25339
610,30124,1230,63528
611,30124,470,6057
612,30124,280,10216
613,30124,180,10837
614,30124,120,10534
615,30124,180,25884
616,30124,0,0
618,30125,9240,399866
619,30125,4000,53704
620,30125,2680,96600
621,30125,1180,72429
622,30125,610,52550
623,30125,680,89011
624,30125,90,35572
626,30126,18290,1363227
627,30126,6350,85250
628,30126,4120,151201
629,30126,2360,146834
630,30126,1640,143487
631,30126,2700,371713
632,30126,1120,464742
634,30127,31020,2081658
635,30127,10850,135610
636,30127,6890,252948
637,30127,4220,262932
638,30127,2930,256836
639,30127,4880,672233
640,30127,1250,501099
642,30132,17940,1085491
643,30132,5900,74345
644,30132,3990,147070
645,30132,2780,173439
646,30132,2000,174923
647,30132,2860,382254
648,30132,410,133460
650,30134,19500,868228
651,30134,8220,108921
652,30134,5220,189936
653,30134,2760,170808
654,30134,1520,132153
655,30134,1620,210245
656,30134,160,56165
658,30135,29860,1695441
659,30135,11080,141621
660,30135,7310,267467
661,30135,4530,280670
662,30135,2610,228330
663,30135,3570,481968
664,30135,760,295385
666,30137,730,36591
667,30137,280,3665
668,30137,210,7533
669,30137,110,6980
670,30137,70,6077
671,30137,60,12336
672,30137,0,0
674,30139,1790,84299
675,30139,690,8566
676,30139,470,17776
677,30139,310,18930
678,30139,160,13449
679,30139,140,18537
680,30139,20,7041
682,30141,10560,555585
683,30141,3680,47584
684,30141,2760,102000
685,30141,1720,106254
686,30141,1060,91952
687,30141,1180,154442
688,30141,160,53353
690,30143,10810,783939
691,30143,3390,43196
692,30143,2340,86749
693,30143,1550,97550
694,30143,1150,100295
695,30143,1760,239795
696,30143,620,216354
698,30144,24340,1451432
699,30144,8740,110354
700,30144,5700,211259
701,30144,3530,220298
702,30144,2340,204891
703,30144,3320,450655
704,30144,710,253975
706,30145,3370,196658
707,30145,1190,14909
708,30145,800,29203
709,30145,500,31370
710,30145,350,30628
711,30145,460,59795
712,30145,70,30753
714,30147,1800,83636
715,30147,740,9943
716,30147,520,18716
717,30147,250,15125
718,30147,140,12098
719,30147,150,27754
720,30147,0,0
722,30148,340,19348
723,30148,150,1782
724,30148,60,2389
725,30148,50,2805
726,30148,40,3589
727,30148,40,8783
728,30148,0,0
730,30152,20150,2049181
731,30152,6070,71408
732,30152,3690,137470
733,30152,2480,155001
734,30152,1820,160770
735,30152,3980,566150
736,30152,2110,958382
738,30153,7680,351572
739,30153,3080,39238
740,30153,2110,77447
741,30153,1150,70573
742,30153,650,56568
743,30153,610,80289
744,30153,80,27457
746,30157,21390,1160910
747,30157,7200,92831
748,30157,5300,196254
749,30157,3600,223820
750,30157,2340,203693
751,30157,2630,343603
752,30157,320,100709
754,30161,13730,798236
755,30161,5890,76825
756,30161,3320,118917
757,30161,1580,97664
758,30161,1030,90134
759,30161,1460,197485
760,30161,450,217211
762,30165,16530,912121
763,30165,6860,92038
764,30165,4680,166859
765,30165,1990,122586
766,30165,1170,101549
767,30165,1420,189007
768,30165,410,240082
770,30168,11340,384137
771,30168,5680,78742
772,30168,3410,121163
773,30168,1290,78748
774,30168,550,47111
775,30168,370,47594
776,30168,40,10779
778,30170,1250,69486
779,30170,440,5722
780,30170,320,11792
781,30170,190,11935
782,30170,130,11554
783,30170,140,18503
784,30170,30,9980
786,30171,1520,89885
787,30171,510,6599
788,30171,380,14156
789,30171,230,14557
790,30171,150,13305
791,30171,210,28737
792,30171,40,12531
794,30173,2700,135029
795,30173,1040,13837
796,30173,700,25148
797,30173,410,25392
798,30173,250,22048
799,30173,270,35960
800,30173,30,12644
802,30175,2620,143398
803,30175,1020,13190
804,30175,630,22533
805,30175,370,22740
806,30175,260,22707
807,30175,280,36891
808,30175,60,25337
810,30176,2720,117633
811,30176,1190,15064
812,30176,710,25710
813,30176,370,23053
814,30176,240,20873
815,30176,190,25568
816,30176,20,7365
818,30177,270,12943
819,30177,100,1350
820,30177,70,2488
821,30177,50,3062
822,30177,20,2115
823,30177,30,3928
824,30177,0,0
826,30178,1700,96882
827,30178,590,7505
828,30178,410,14960
829,30178,250,15393
830,30178,180,16137
831,30178,240,31903
832,30178,30,10984
834,30179,7290,360677
835,30179,2670,34466
836,30179,1960,72989
837,30179,1220,75971
838,30179,710,61283
839,30179,660,85081
840,30179,70,30887
842,30180,16150,1006301
843,30180,5680,72420
844,30180,3940,145434
845,30180,2530,156960
846,30180,1600,140302
847,30180,2020,268837
848,30180,380,222348
850,30182,1050,52594
851,30182,410,5459
852,30182,280,10130
853,30182,160,9862
854,30182,80,7222
855,30182,120,19921
856,30182,0,0
858,30183,2660,197625
859,30183,800,9787
860,30183,540,19887
861,30183,400,25076
862,30183,310,27019
863,30183,480,64930
864,30183,130,50926
866,30184,3210,230838
867,30184,1010,12272
868,30184,750,28118
869,30184,450,28322
870,30184,350,30808
871,30184,520,70345
872,30184,130,60973
874,30185,1640,94775
875,30185,590,7358
876,30185,370,13430
877,30185,250,15431
878,30185,170,14596
879,30185,220,28950
880,30185,40,15010
882,30187,4060,275613
883,30187,1330,16082
884,30187,880,32534
885,30187,580,36354
886,30187,440,39013
887,30187,680,91822
888,30187,150,59808
890,30188,30280,2390343
891,30188,8680,105690
892,30188,6020,225198
893,30188,4390,275175
894,30188,3380,297435
895,30188,5920,823845
896,30188,1890,663000
898,30189,18170,1405404
899,30189,5630,65907
900,30189,3500,130626
901,30189,2530,158650
902,30189,1880,165277
903,30189,3520,490233
904,30189,1110,394711
906,30204,5050,223089
907,30204,2270,29769
908,30204,1350,48697
909,30204,640,39777
910,30204,370,32148
911,30204,350,45686
912,30204,70,27012
914,30205,1560,169590
915,30205,450,5200
916,30205,270,10400
917,30205,180,11602
918,30205,170,14737
919,30205,320,44660
920,30205,170,82991
922,30206,1320,73447
923,30206,420,5375
924,30206,320,11911
925,30206,220,13567
926,30206,160,13621
927,30206,180,23546
928,30206,20,5427
930,30213,17750,796332
931,30213,7000,96201
932,30213,5020,186074
933,30213,2850,175702
934,30213,1470,126706
935,30213,1240,159013
936,30213,170,52636
938,30214,15100,1046410
939,30214,5060,64206
940,30214,3440,126522
941,30214,2190,136790
942,30214,1460,128032
943,30214,2320,314091
944,30214,630,276769
946,30215,16580,1613309
947,30215,4940,56413
948,30215,2870,106234
949,30215,2050,128883
950,30215,1640,144330
951,30215,3490,488650
952,30215,1590,688799
954,30216,790,30601
955,30216,360,4835
956,30216,230,8156
957,30216,110,6686
958,30216,40,3826
959,30216,50,7098
960,30216,0,0
962,30217,3420,166235
963,30217,1440,18636
964,30217,890,32573
965,30217,490,30205
966,30217,290,25642
967,30217,270,34476
968,30217,40,24703
970,30218,870,42392
971,30218,370,5027
972,30218,220,7725
973,30218,130,8025
974,30218,70,6363
975,30218,80,15252
976,30218,0,0
978,30220,2280,106870
979,30220,920,12623
980,30220,650,23463
981,30220,330,20174
982,30220,190,16671
983,30220,160,20764
984,30220,30,13175
986,30222,1710,81957
987,30222,780,10839
988,30222,480,17033
989,30222,220,13490
990,30222,100,8502
991,30222,100,12755
992,30222,30,19338
994,30223,14760,613879
995,30223,7220,98647
996,30223,3770,133952
997,30223,1640,100811
998,30223,930,80706
999,30223,1020,134341
1000,30223,180,65422
1002,30224,10990,603486
1003,30224,4290,57067
1004,30224,2780,100965
1005,30224,1510,94054
1006,30224,920,79832
1007,30224,1220,163602
1008,30224,270,107966
1010,30228,20510,962046
1011,30228,8290,112324
1012,30228,5760,209575
1013,30228,2950,182911
1014,30228,1590,138118
1015,30228,1730,227035
1016,30228,190,92083
1018,30230,3510,154835
1019,30230,1540,20565
1020,30230,890,31999
1021,30230,490,30214
1022,30230,290,25452
1023,30230,260,34260
1024,30230,40,12345
1026,30233,9540,520136
1027,30233,3650,49122
1028,30233,2470,89869
1029,30233,1420,88236
1030,30233,830,71949
1031,30233,990,133544
1032,30233,180,87416
1034,30234,880,39920
1035,30234,350,4720
1036,30234,250,8746
1037,30234,130,8045
1038,30234,60,5232
1039,30234,90,13177
1040,30234,0,0
1042,30236,21340,990972
1043,30236,10160,139919
1044,30236,5710,204918
1045,30236,2520,155114
1046,30236,1210,105356
1047,30236,1340,179540
1048,30236,400,206125
1050,30238,18010,602704
1051,30238,9230,126960
1052,30238,5170,185108
1053,30238,2110,129169
1054,30238,860,74321
1055,30238,600,75513
1056,30238,40,11633
1058,30240,12090,702258
1059,30240,5130,68762
1060,30240,2840,102081
1061,30240,1490,92145
1062,30240,940,81682
1063,30240,1260,170693
1064,30240,430,186895
1066,30241,10410,454189
1067,30241,4890,67637
1068,30241,2740,97615
1069,30241,1230,75389
1070,30241,660,57597
1071,30241,750,99587
1072,30241,140,56364
1074,30248,11910,702131
1075,30248,4020,51160
1076,30248,2820,105398
1077,30248,1910,119102
1078,30248,1280,111615
1079,30248,1610,211853
1080,30248,270,103003
1082,30251,950,42439
1083,30251,380,5168
1084,30251,280,10243
1085,30251,130,7928
1086,30251,70,5674
1087,30251,90,13426
1088,30251,0,0
1090,30252,20430,1413265
1091,30252,6270,76611
1092,30252,4230,156491
1093,30252,3100,193948
1094,30252,2230,195700
1095,30252,3890,526654
1096,30252,710,263861
1098,30253,26780,1541746
1099,30253,10280,135862
1100,30253,7020,257301
1101,30253,3930,243709
1102,30253,2190,190420
1103,30253,2700,360533
1104,30253,660,353921
1106,30256,1120,60407
1107,30256,390,4921
1108,30256,270,9991
1109,30256,190,11481
1110,30256,120,10758
1111,30256,150,23256
1112,30256,0,0
1114,30257,1870,99853
1115,30257,650,8368
1116,30257,480,17717
1117,30257,300,18432
1118,30257,180,15335
1119,30257,230,30370
1120,30257,30,9631
1122,30258,1020,49699
1123,30258,390,4941
1124,30258,260,9526
1125,30258,150,9317
1126,30258,90,8051
1127,30258,130,17864
1128,30258,0,0
1130,30259,1660,123235
1131,30259,580,7338
1132,30259,320,11645
1133,30259,240,14853
1134,30259,160,14287
1135,30259,290,40140
1136,30259,70,34972
1138,30260,11530,370306
1139,30260,6140,84808
1140,30260,3460,123730
1141,30260,1180,72077
1142,30260,420,36058
1143,30260,270,35291
1144,30260,60,18342
1146,30263,25020,1540433
1147,30263,9640,126343
1148,30263,5730,208178
1149,30263,3280,204524
1150,30263,2220,194671
1151,30263,3230,439576
1152,30263,920,367141
1154,30265,16270,1259184
1155,30265,4760,57816
1156,30265,3050,113002
1157,30265,2430,152747
1158,30265,1870,164014
1159,30265,3200,438802
1160,30265,960,332803
1162,30268,4710,297158
1163,30268,1980,26806
1164,30268,1210,43812
1165,30268,540,33227
1166,30268,320,27775
1167,30268,460,61749
1168,30268,200,103789
1170,30269,17510,2024561
1171,30269,4580,50046
1172,30269,2570,95879
1173,30269,2040,128684
1174,30269,1750,154030
1175,30269,4080,583857
1176,30269,2490,1012065
1178,30273,8450,309180
1179,30273,3840,53086
1180,30273,2540,92279
1181,30273,1230,75015
1182,30273,490,42349
1183,30273,350,46451
1184,30273,0,0
1186,30274,15170,444091
1187,30274,8620,120119
1188,30274,4330,153247
1189,30274,1450,88010
1190,30274,480,40616
1191,30274,290,42099
1192,30274,0,0
1194,30276,7620,580842
1195,30276,2220,26519
1196,30276,1460,53571
1197,30276,1030,64874
1198,30276,930,81085
1199,30276,1610,220918
1200,30276,370,133875
1202,30277,9940,831191
1203,30277,2760,31782
1204,30277,1720,63382
1205,30277,1360,85718
1206,30277,1140,99931
1207,30277,2290,316137
1208,30277,670,234241
1210,30281,31390,1531451
1211,30281,12290,164012
1212,30281,8410,308589
1213,30281,4660,288378
1214,30281,2610,226799
1215,30281,2980,394135
1216,30281,440,149538
1218,30285,280,15914
1219,30285,110,1427
1220,30285,70,2736
1221,30285,30,1964
1222,30285,30,2582
1223,30285,40,7205
1224,30285,0,0
1226,30286,9080,401733
1227,30286,4100,54550
1228,30286,2430,86963
1229,30286,1150,70630
1230,30286,620,53999
1231,30286,650,84525
1232,30286,130,51066
1234,30288,3770,128964
1235,30288,1900,26071
1236,30288,1120,39976
1237,30288,410,25448
1238,30288,190,16799
1239,30288,150,20670
1240,30288,0,0
1242,30290,4270,417583
1243,30290,1200,14272
1244,30290,700,25391
1245,30290,510,32139
1246,30290,420,37553
1247,30290,980,138617
1248,30290,460,169611
1250,30291,10260,330727
1251,30291,5210,73463
1252,30291,3150,112711
1253,30291,1220,74451
1254,30291,410,34667
1255,30291,270,35435
1256,30291,0,0
1258,30292,2600,168192
1259,30292,820,10335
1260,30292,620,22954
1261,30292,360,22209
1262,30292,290,25634
1263,30292,430,56663
1264,30292,80,30397
1266,30293,1110,47283
1267,30293,480,6702
1268,30293,310,11008
1269,30293,150,8941
1270,30293,80,7117
1271,30293,90,13515
1272,30293,0,0
1274,30294,19940,850121
1275,30294,8430,114155
1276,30294,5670,205701
1277,30294,2890,177818
1278,30294,1470,127116
1279,30294,1330,173385
1280,30294,150,51946
1282,30295,1900,111958
1283,30295,630,7873
1284,30295,470,17296
1285,30295,320,19846
1286,30295,180,16136
1287,30295,260,34128
1288,30295,40,16679
1290,30296,13000,454449
1291,30296,6410,89262
1292,30296,3810,137177
1293,30296,1590,97021
1294,30296,690,58654
1295,30296,470,60503
1296,30296,30,11832
1298,30297,11070,295194
1299,30297,6780,94195
1300,30297,3100,109093
1301,30297,820,49315
1302,30297,240,20579
1303,30297,130,22012
1304,30297,0,0
1306,30303,1450,92915
1307,30303,820,8560
1308,30303,250,9056
1309,30303,140,8195
1310,30303,80,6822
1311,30303,100,13497
1312,30303,60,46785
1314,30305,14180,4442815
1315,30305,2630,31393
1316,30305,2180,84536
1317,30305,2020,127532
1318,30305,1210,106067
1319,30305,2360,340469
1320,30305,3780,3752818
1322,30306,12150,2424683
1323,30306,1980,24541
1324,30306,1930,74727
1325,30306,1750,110220
1326,30306,1150,100182
1327,30306,2240,327411
1328,30306,3100,1787602
1330,30307,10200,1541669
1331,30307,2200,27421
1332,30307,1570,59814
1333,30307,1370,86647
1334,30307,940,82682
1335,30307,2040,296993
1336,30307,2080,988112
1338,30308,10610,1127273
1339,30308,2470,32063
1340,30308,2130,81906
1341,30308,2120,133447
1342,30308,1270,110202
1343,30308,1810,248458
1344,30308,810,521197
1346,30309,16550,3079904
1347,30309,2830,36215
1348,30309,2850,110616
1349,30309,3000,189503
1350,30309,2010,176745
1351,30309,3160,443726
1352,30309,2700,2123099
1354,30310,11650,372716
1355,30310,6720,91800
1356,30310,2900,102818
1357,30310,1050,64367
1358,30310,490,41734
1359,30310,430,55896
1360,30310,60,16101
1362,30311,13740,478705
1363,30311,7910,108157
1364,30311,3200,113475
1365,30311,1310,80494
1366,30311,600,51737
1367,30311,600,79465
1368,30311,120,45377
1370,30312,11460,829442
1371,30312,3730,50435
1372,30312,2350,88397
1373,30312,1910,119440
1374,30312,1130,98228
1375,30312,1650,228126
1376,30312,690,244816
1378,30313,1950,135777
1379,30313,840,11331
1380,30313,400,14507
1381,30313,240,14842
1382,30313,150,12922
1383,30313,220,30838
1384,30313,100,51337
1386,30314,6550,162935
1387,30314,4470,58407
1388,30314,1410,49167
1389,30314,400,24094
1390,30314,150,12983
1391,30314,120,18284
1392,30314,0,0
1394,30315,12750,453414
1395,30315,7870,108603
1396,30315,2820,99241
1397,30315,890,54616
1398,30315,410,35570
1399,30315,580,81512
1400,30315,180,73872
1402,30316,16690,1099975
1403,30316,5570,76506
1404,30316,3840,142705
1405,30316,2490,155604
1406,30316,1530,133425
1407,30316,2520,350439
1408,30316,740,241296
1410,30317,6520,556550
1411,30317,1890,26203
1412,30317,1280,47718
1413,30317,830,52364
1414,30317,590,51594
1415,30317,1380,199833
1416,30317,550,178838
1418,30318,23520,1810587
1419,30318,9170,123389
1420,30318,5320,194014
1421,30318,3000,186928
1422,30318,1710,149387
1423,30318,2770,388063
1424,30318,1550,768806
1426,30319,20600,4004323
1427,30319,3700,45721
1428,30319,3200,123687
1429,30319,3010,188551
1430,30319,1930,169697
1431,30319,3990,582652
1432,30319,4770,2894015
1434,30324,15950,1655090
1435,30324,3590,47498
1436,30324,3610,138157
1437,30324,3080,191828
1438,30324,1710,148577
1439,30324,2310,323795
1440,30324,1650,805235
1442,30326,4340,881619
1443,30326,680,9003
1444,30326,690,26988
1445,30326,800,50056
1446,30326,540,47008
1447,30326,940,131744
1448,30326,690,616820
1450,30327,11460,6296999
1451,30327,2400,24368
1452,30327,1150,44190
1453,30327,990,62390
1454,30327,740,65594
